Adresse;x;y;Arrondissement
PARVIS DE LA MAIRIE DU 14EME;48.8331; 2.3264;75014
PARVIS DE NOTRE DAME;48.853542; 2.347221;75004
PARVIS DE NOTRE DAME (HOTEL DIEU);48.8601; 2.3507;75004
PARVIS DU SACRE COEUR;48.886199; 2.342895;75018
PASSAGE BEN AIAD;48.867969; 2.350008;75002
PASSAGE DE L'INDUSTRIE;48.871276; 2.354444;75010
PASSAGE DELESSERT;48.878903; 2.365514;75010
PASSAGE DES JACOBINS;48.867028; 2.33172;75001
PASSAGE DES PANORAMAS;48.87102; 2.341647;75002
PASSAGE DES PETITES ECURIES;48.873084; 2.352205;75010
PASSAGE JOSSEAUME;48.854983; 2.402615;75020
PASSAGE RUE MOUFFETARD;48.842184; 2.349646;75005
PASSAGE SECURITE;48.84913; 2.296375;75015
PASSERELLE* AVENUE DES TERROIRS DE FRANCE;48.831643; 2.388251;75012
PASSERELLE* DE LA GRANGE AUX BELLES;48.875378; 2.367373;75010
PASSERELLE* DE LA MOSELLE;48.875537; 2.391546;75019
PASSERELLE* DES ARTS;48.8592; 2.3417;75001
PASSERELLE* DES CABLES;48.8412; 2.3876;75012
PASSERELLE* DU BASSIN DE LA VILLETTE;48.876995; 2.387721;75019
PASSERELLE* ENTRE QUAI DE VALMY ET DE JEMMAPES;48.87605; 2.364833;75010
PASSERELLE* LEOPOLD SEDAR SENGHOR;48.8618854; 2.3246916;75007
PASSERELLE* MORNAY;48.8490551; 2.367914;75012
PASSERELLE* RUE CAULAINCOURT;48.889415; 2.335958;75018
PASSERELLE* SIMONE DE BEAUVOIR;48.8349317; 2.3774833;75012
PATINOIRE PAILLERON;48.880767; 2.377454;75019
PELOUSE ALFRED DE MUSSET;48.8835; 2.3219;75017
PELOUSE NAUMACHIE;48.895667; 2.325417;75017
PISCINE ALFRED NAKACHE;48.8646; 2.3984;75020
PLACE ADOLPHE MAX;48.883332; 2.329587;75009
PLACE ANDRE HONNORAT;48.853938; 2.339136;75006
PLACE ANDRE MALRAUX;48.863947; 2.334907;75001
PLACE ANDRE TARDIEU;48.852647; 2.303246;75007
PLACE BEAUVAU;48.871265; 2.316559;75008
PLACE CASADESUS;48.888644; 2.337325;75018
PLACE CHARLES DE GAULLE;48.857023; 2.284497;75016
PLACE CHARLES DE GAULLE/AV.KLEBER/MARCEAU;48.869169; 2.298245;75016
PLACE CHARLES DULLIN;48.871796; 2.330582;75009
PLACE CHARLES FILLION;48.887969; 2.316847;75017
PLACE CLEMENCEAU;48.865397; 2.311428;75008
PLACE CONSTANTIN PECQUEUR;48.8891; 2.338298;75018
PLACE D'ANVERS;48.882236; 2.344854;75009
PLACE D'ESTIENNE D'ORVES;48.877088; 2.331962;75009
PLACE D'IENA;48.864589; 2.294048;75016
PLACE D'ITALIE;48.832294; 2.355564;75013
PLACE DALIDA;48.886576; 2.340543;75018
PLACE DAUPHINE;48.856822; 2.342303;75001
PLACE DE BRETEUIL;48.847256; 2.312521;75007
PLACE DE CLICHY;48.883747; 2.326873;75017
PLACE DE FONTENOY;48.850078; 2.306084;75007
PLACE DE JOINVILLE;48.889425; 2.380262;75019
PLACE DE L'ECOLE MILITAIRE;48.8546419; 2.3055379;75017
PLACE DE L'ESTRAPADE;48.845058; 2.345069;75005
PLACE DE L'INSTITUT;48.850038; 2.33855;75006
PLACE DE L'INSTITUT DE FRANCE;48.850038; 2.33855;75006
PLACE DE L'ODEON;48.850038; 2.33855;75006
PLACE DE L'OPERA;48.871045; 2.332572;75009
PLACE DE LA BASTILLE;48.853715; 2.37009;75011
PLACE DE LA BATAILLE DE STALINGRAD;48.883612; 2.369581;75019
PLACE DE LA CONCORDE;48.867065; 2.321877;75008
PLACE DE LA CONCORDE (MUSEE DE L'ORANGERIE);48.867065; 2.321877;75008
PLACE DE LA NATION;48.847235; 2.395949;75012
PLACE DE LA NATION/AVENUE DE BOUVINES;48.849469; 2.396501;75011
PLACE DE LA PORTE DE CHAMPERRET;48.885799; 2.290286;75017
PLACE DE LA PORTE DE MONTREUIL;48.85382; 2.411499;75020
PLACE DE LA PORTE MAILLOT;48.878577; 2.283835;75017
PLACE DE LA REPUBLIQUE;48.868118; 2.362788;75010
PLACE DE LA REPUBLIQUE DOMINICAINE;48.880417; 2.30904;75008
PLACE DE LA REUNION;48.855449; 2.400886;75020
PLACE DE MEXICO;48.86563; 2.283084;75016
PLACE DE PASSY/RUE DU BOIS LE VENT N'1;48.85757; 2.275779;75016
PLACE DE VARSOVIE;48.85445; 2.275562;75016
PLACE DENFERT ROCHEREAU;48.833798; 2.331199;75014
PLACE DES ABBESSES;48.884608; 2.338302;75018
PLACE DES ETATS UNIS/RUE GALILEE;48.867838; 2.29365;75016
PLACE DES FETES;48.877481; 2.393126;75019
PLACE DES GENERAUX TRENTINIAN;48.8637; 2.2769;75016
PLACE DES GRANDES RIGOLES;48.873625; 2.389933;75020
PLACE DES INVALIDES ET ESPLANADE;48.863325; 2.314891;75007
PLACE DES PETITS PERES;48.866713; 2.336797;75001
PLACE DES PETITS PERES ET CHAUSSEE;48.866521; 2.340585;75002
PLACE DES PYRAMIDES/HOTEL REGINA;48.86396; 2.332365;75001
PLACE DES VICTOIRES;48.8661; 2.341058;75002
PLACE DES VINS DE FRANCE;48.832208; 2.387256;75012
PLACE DES VOGES;48.854978; 2.365625;75004
PLACE DES VOSGES;48.856295; 2.365499;75003
PLACE DU CAIRE/RUE DU CAIRE;48.868116; 2.348787;75002
PLACE DU CARROUSEL;48.862265; 2.345678;75001
PLACE DU CHATELET;48.8576; 2.346755;75001
PLACE DU COLONEL CHANUTE;48.866144; 2.406209;75020
PLACE DU GENERAL STEFANIK;48.839518; 2.255787;75016
PLACE DU MARCHE SAINTE CATHERINE;48.855545; 2.362691;75004
PLACE DU PALAIS BOURBON;48.860285; 2.318419;75007
PLACE DU PALAIS ROYAL;48.862388; 2.337206;75001
PLACE DU PANTHEON;48.845716; 2.345984;75005
PLACE DU PONT NEUF;48.857039; 2.341573;75001
PLACE DU PRESIDENT EDOUARD HENRIOT;48.8565; 2.321;75007
PLACE DU REVEREND DU PERE CARRE;48.8763; 2.3183;75008
PLACE DU TERTRE;48.886576; 2.340543;75018
PLACE DU TROCADERO;48.862548; 2.28222;75016
PLACE DU TROCADERO ET DU 11 NOVEMBRE;48.862578; 2.287377;75016
PLACE EDMOND ROSTAND;48.847627; 2.3401922;75005
PLACE EMILE GOUEAU;48.886111; 2.33777;75018
PLACE ERNEST DENIS;48.848597; 2.328205;75006
PLACE ET BOULEVARD DE CLICHY;48.883667; 2.333761;75018
PLACE ET RUE DE FURSTEMBEG;48.848597; 2.328205;75006
PLACE FRANCOIS 1ER;48.866405; 2.307927;75008
PLACE FRANTZ LISZT;48.877605; 2.351667;75010
PLACE GUSTAVE TOUDOUZE;48.879571; 2.337426;75009
PLACE HENRI BERGSON;48.876236; 2.320483;75008
PLACE HENRI KRASUCKI;48.866038; 2.390912;75020
PLACE HENRY MONTHERLANT;48.861971; 2.307389;75007
PLACE IGOR STRAVINSKY;48.859772; 2.351419;75004
PLACE JACQUES ET THERESE TREFOUEL;48.833; 2.300771;75015
PLACE JACQUES RUEFF;48.858881; 2.322649;75007
PLACE JEAN PAUL II;48.853542; 2.347221;75004
PLACE JEAN PAUL II/PARIVS NOTRE DAME;48.853542; 2.347221;75004
PLACE JEAN POULMARCH;48.872526; 2.363446;75010
PLACE JOFFRE;48.852647; 2.303246;75007
PLACE JOSE MARTI;48.8616674; 2.2850252;75016
PLACE JULES JOFFRIN;48.892435; 2.344613;75018
PLACE LARUE;48.847329; 2.347565;75005
PLACE LOUIS ARAGON;48.855283; 2.347638;75004
PLACE LOUIS ARMAND;48.845539; 2.374032;75012
PLACE MARCEL AYME;48.887663; 2.337881;75018
PLACE MARTIN NADAUD;48.865145; 2.394757;75020
PLACE MICHEL PETRUCCIANI;48.890011; 2.327497;75018
PLACE MIREILLE;48.862265; 2.345678;75001
PLACE NAPOLEON III;48.8802184; 2.3538013;75010
PLACE PIGALLE;48.881961; 2.337346;75009
PLACE RHIN ET DANUBE;48.882152; 2.392917;75019
PLACE RIO DE JANEIRO;48.877396; 2.310225;75008
PLACE SAINT AUGUSTIN;48.875273; 2.319789;75008
PLACE SAINT GEORGES;48.878549; 2.337525;75009
PLACE SAINT GERMAIN DES PRES;48.854352; 2.333248;75006
PLACE SAINT GERMAIN DES PRES (MARCHE DE NOEL);48.8493; 2.33;75006
PLACE SAINT GERVAIS;48.855529; 2.354117;75004
PLACE SAINT MICHEL;48.85353; 2.343475;75006
PLACE SAINT PIERRE;48.884326; 2.343816;75018
PLACE SAINT SULPICE;48.851462; 2.33396;75006
PLACE SAINTE GENEVIEVE;48.846637; 2.347028;75005
PLACE STEPHANE HESSEL;48.8414532; 2.3251324;75014
PLACE SUZANNE VALADON;48.8845922; 2.3425885;75018
PLACE VAUBAN;48.853056; 2.311754;75007
PLACE VENDOME;48.868113; 2.329705;75001
PLAINE JEUX DE BAGATELLE;48.8637; 2.2769;75016
POLYGONE ROUTE DE LA PYRAMIDE;48.836286; 2.442045;75012
PONT ALEXANDRE III;48.8629974; 2.3134662;75007
PONT AU CHANGE;48.853792; 2.350685;75004
PONT AU DOUBLE;48.84098; 2.35253;75005
PONT BIR HAKEIM;48.854649; 2.288998;75015
PONT CHARLES DE GAULLE;48.84375; 2.385401;75012
PONT D'ARCOLE;48.854229; 2.34981;75004
PONT D'AUSTERLITZ;48.842322; 2.368226;75013
PONT D'IENA;48.859131; 2.302145;75007
PONT DE BERCY;48.832325; 2.383423;75012
PONT DE BERCY (SOUS LE METRO);48.832325; 2.383423;75012
PONT DE BERCY/ANGLE QUAI DE BERCY;48.834424; 2.380876;75012
PONT DE BIR HAKEIM;48.854649; 2.288998;75015
PONT DE GRENELLE;48.851806; 2.285572;75015
PONT DE L'ALMA;48.862549; 2.301186;75007
PONT DE L'ARCHEVECHE;48.852216; 2.352057;75004
PONT DE L'OURCQ;48.891467; 2.38058;75019
PONT DE LA CONCORDE;48.867065; 2.321877;75008
PONT DE LA GARE;48.832638; 2.344404;75013
PONT DE LA RUE CRIMEE;48.885821; 2.382394;75019
PONT DE LA TOURNELLE;48.850009; 2.355297;75005
PONT DES ARTS;48.863109; 2.33838;75001
PONT DES INVALIDES;48.873277; 2.324163;75008
PONT DU CARROUSEL;48.863553; 2.339905;75001
PONT DU METRO STALIGNRAD (SOUS LE PONT);48.878159; 2.39629;75019
PONT LOUIS PHILIPPE;48.855368; 2.355793;75004
PONT MARIE;48.853405; 2.358201;75004
PONT MIRABEAU (SOUS LE PONT);48.845727; 2.277318;75015
PONT MORLAND;48.84726; 2.365669;75004
PONT NEUF;48.860317; 2.344139;75001
PONT RUE LAFAYETTE;48.88006; 2.3595;75010
PONT SAINT LOUIS;48.851849; 2.356353;75004
PONT SAINT MICHEL;48.858318; 2.350541;75004
PORT DE SOLFERINO;48.862132; 2.32236;75007
PORT DU GROS CAILLOU;48.85708; 2.302723;75007
PORTE DAUPHINE/AVENUE BUGEAUD;48.870905; 2.277311;75016
PORTE DE CLICHY/SOUS LE PERIPHERIQUE;48.894847; 2.312146;75017
PORTE DE LA MUETTE/FETE F. LA FETE A NEU NEU;48.878007; 2.25972;75016
PORTE DES LILAS/METRO;48.877527; 2.40813;75020
PROMENADE AMALIA RODRIGUES;48.885882; 2.373295;75019
PROMENADE ERIC TABARLY FACE AU 70 QUAI DE LA LOIRE;48.886553; 2.377371;75019
PROMENADE PLANTEE RENEE DUMONT;48.8412; 2.3876;75012
QUAI ANATOLE FRANCE;48.86119; 2.323632;75007
QUAI AUX FLEURS;48.854116; 2.351582;75004
QUAI BOURBON;48.853036; 2.355069;75004
QUAI BRANLY;48.861511; 2.29771;75007
QUAI CONTI;48.856967; 2.338244;75006
QUAI D'ANJOU/R POULLETIER (ANGLE);48.851372; 2.358107;75004
QUAI D'AUSTERLITZ;48.839731; 2.370814;75013
QUAI D'ORLEANS;48.851648; 2.354284;75004
QUAI D'ORLEANS (RAMPE);48.851648; 2.354284;75004
QUAI D'ORSAY;48.862275; 2.307205;75007
QUAI D'ORSAY/RUE DE LA TOUR MAUBOURG;48.857395; 2.308506;75007
QUAI DE BERGE FACE AU 112 R AMBROISE CROIZAT;48.928923; 2.351453;93200
QUAI DE BOURBON;48.853036; 2.355069;75004
QUAI DE CONTI;48.85694; 2.342827;75001
QUAI DE GRENELLE;48.851806; 2.285572;75015
QUAI DE JEMMAPES;48.87605; 2.364833;75010
QUAI DE L'ARCHEVECHE;48.852216; 2.352057;75004
QUAI DE L'HORLOGE;48.85694; 2.342827;75001
QUAI DE L'HOTEL DE VILLE;48.854811; 2.354243;75004
QUAI DE LA LOIRE;48.885571; 2.375345;75019
QUAI DE LA MARNE;48.890141; 2.383679;75019
QUAI DE LA MEGISSERIE;48.857978; 2.344823;75001
QUAI DE LA RAPEE;48.843207; 2.371326;75012
QUAI DE LA SEINE;48.886466; 2.373834;75019
QUAI DE LA TOURNELLE;48.850425; 2.353049;75005
QUAI DE MONTEBELLO;48.856967; 2.338244;75006
QUAI DE VALMY;48.876988; 2.364734;75010
QUAI DES CELESTINS;48.852341; 2.36038;75004
QUAI DES GRANDS AUGUSTINS;48.854737; 2.342109;75006
QUAI DES ORFEVRES;48.856182; 2.342193;75001
QUAI DES TUILERIES;48.856182; 2.342193;75001
QUAI ET RUE DE L'HOTEL DE VILLE;48.854811; 2.354243;75004
QUAI FRANCOIS MAURIAC;48.833143; 2.378503;75013
QUAI FRANCOIS MITTERRAND;48.860148; 2.333674;75001
QUAI HENRI IV (FACE A LA RUE SCHOMBERG);48.848577; 2.363198;75004
QUAI MALAQUAIS;48.857914; 2.334555;75006
QUAI SAINT BERNARD;48.847779; 2.359533;75005
QUAI SAINT MICHEL;48.853266; 2.345759;75005
QUAI VOLTAIRE;48.858874; 2.330986;75007
ROUTE DE SEVRES;48.843191; 2.257667;75016
RUE ABEL GANCE;48.835585; 2.373726;75013
RUE AFFRE;48.886376; 2.355678;75018
RUE ALBERT DE MUN;48.863238; 2.291363;75016
RUE ALEXANDRE DUMAS;48.853572; 2.392571;75011
RUE ALICE DOMON ET LEONIE DUPONT;48.827889; 2.381571;75013
RUE ALPHONSE PENAUD;48.868266; 2.406812;75020
RUE AMBROISE THOMAS;48.874604; 2.347452;75009
RUE ANDRE ANTOINE;48.88377; 2.337688;75018
RUE ANDRIEUX/RUE PELOUZE (ANGLE);48.88098; 2.319025;75008
RUE ARISTIDE BRIAND;48.861627; 2.319259;75007
RUE ARMAND CARREL;48.88279; 2.376744;75019
RUE ARSENE HOUSSAYE;48.874418; 2.299197;75008
RUE ARTHUR ROZIER;48.877971; 2.390845;75019
RUE AUBER;48.867413; 2.347572;75002
RUE AUGUSTE COMTE;48.844249; 2.336289;75006
RUE AZAIS;48.886144; 2.341973;75018
RUE BACHAUMONT;48.865978; 2.345597;75002
RUE BAYARD;48.866453; 2.307743;75008
RUE BAZEILLES;48.839143; 2.350408;75005
RUE BEAUREPAIRE;48.870267; 2.363922;75010
RUE BEAUTREILLIS;48.853089; 2.363695;75004
RUE BELLECHASSE;48.857446; 2.322191;75007
RUE BENJAMIN FRANKLIN;48.859865; 2.285393;75016
RUE BERRYER;48.875161; 2.303944;75008
RUE BERTHE;48.885749; 2.33937;75018
RUE BERTIN POIREE;48.858696; 2.344732;75001
RUE BICHAT;48.871929; 2.367567;75010
RUE BIXIO;48.852903; 2.31022;75007
RUE BLANCHE/DE BRUXELLES;48.883061; 2.329228;75009
RUE BONAPARTE;48.853281; 2.333404;75006
RUE BOSSUET;48.878665; 2.352375;75010
RUE BOUCHUT;48.846999; 2.309895;75015
RUE BOUCRY;48.894234; 2.361531;75018
RUE BOUVINES;48.849625; 2.395738;75011
RUE BROCHART DE SARON;48.881416; 2.342473;75009
RUE CARDINET;48.884983; 2.310504;75017
RUE CARDUCCI ET VILLA FLEURIE;48.877759; 2.386817;75019
RUE CARON;48.855157; 2.362596;75004
RUE CASIMIR PERIER;48.85795; 2.31939;75007
RUE CATINAT;48.868877; 2.333185;75002
RUE CATINAT/PLACE DES VICTOIRES (ANGLE);48.865449; 2.340901;75001
RUE CAUCHY;48.842493; 2.277295;75015
RUE CAULAINCOURT;48.889415; 2.335958;75018
RUE CENSIER;48.840618; 2.353413;75005
RUE CESAR FRANCK;48.847145; 2.309339;75015
RUE CHAMPFLEURY;48.853802; 2.297236;75007
RUE CHANOINESSE;48.853792; 2.350685;75004
RUE CHARDIN;48.858673; 2.287764;75016
RUE CHARLES PIXERECOURT;48.872519; 2.395986;75020
RUE CHORON;48.877575; 2.341166;75009
RUE CLAUDE TERRASSE;48.838392; 2.261736;75016
RUE CLAUZEL;48.879094; 2.338395;75009
RUE CLAVEL;48.879094; 2.338395;75009
RUE CLER;48.887756; 2.321556;75017
RUE CLOTAIRE;48.845626; 2.344708;75005
RUE CLOVIS;48.845998; 2.349665;75005
RUE COCHIN;48.850188; 2.352728;75005
RUE CONSTANTINE;48.859541; 2.314927;75007
RUE COPERNIC;48.869316; 2.288678;75016
RUE CORTOT;48.887612; 2.340672;75018
RUE CRILLON;48.849125; 2.365551;75004
RUE CROIX DES PETITS CHAMPS;48.863996; 2.340163;75001
RUE D'ALSACE;48.878292; 2.358371;75010
RUE D'ARTAGNAN;48.845405; 2.38604;75012
RUE D'ENGHIEN;48.872056; 2.350828;75010
RUE D'HAUTEVILLE;48.87406; 2.350499;75010
RUE D'ORSEL ET DE STEINKERQUE;48.883676; 2.34365;75018
RUE DALAYRAC;48.867843; 2.335176;75002
RUE DAUPHINE;48.854829; 2.339302;75006
RUE DAVID D'ANGERS;48.882223; 2.392631;75019
RUE DAVIOUD;48.855176; 2.270844;75016
RUE DE BALZAC;48.873951; 2.300816;75008
RUE DE BARON LEROY;48.834653; 2.388268;75012
RUE DE BEARN;48.857298; 2.366075;75003
RUE DE BEAUJOLAIS;48.866089; 2.338506;75001
RUE DE BELLEVILLE;48.875537; 2.391546;75019
RUE DE BELZUNCE;48.879387; 2.351173;75010
RUE DE BERCY;48.841379; 2.377464;75012
RUE DE BUCAREST;48.880616; 2.32607;75008
RUE DE BUCI/RUE DE SEINE;48.853779; 2.336851;75006
RUE DE CASTIGLIONE;48.865778; 2.327951;75001
RUE DE CLUNY;48.850563; 2.344829;75005
RUE DE CONSTANTINE;48.859541; 2.314927;75007
RUE DE COURCELLES;48.876176; 2.307901;75008
RUE DE DOUAI;48.882671; 2.332212;75009
RUE DE DUNKERQUE;48.87993; 2.354041;75010
RUE DE DUNKERQUE/GERANDO;48.881745; 2.347275;75009
RUE DE HARLAY;48.856701; 2.343164;75001
RUE DE HARLEY;48.859868; 2.346812;75001
RUE DE JARENTE;48.855617; 2.363093;75004
RUE DE L'ABBAYE;48.854241; 2.334903;75006
RUE DE L'ABREUVOIR;48.888211; 2.338886;75018
RUE DE L'ACQUEDUC;48.881841; 2.362852;75010
RUE DE L'AGENT BAILLY;48.87838; 2.342077;75009
RUE DE L'ALBONI;48.857995; 2.285419;75016
RUE DE L'AMIRAL DE COLIGNY;48.860483; 2.340848;75001
RUE DE L'ANNONCIATION;48.856667; 2.27922;75016
RUE DE L'ARBALETE;48.840178; 2.348363;75005
RUE DE L'ARSENAL;48.851204; 2.366481;75004
RUE DE L'ECHAUDE;48.854042; 2.336075;75006
RUE DE L'ENCHEVAL;48.879176; 2.389117;75019
RUE DE L'EST;48.870922; 2.39427;75020
RUE DE L'HOPITAL SAINT LOUIS;48.874928; 2.365405;75010
RUE DE L'HOTEL DE VILLE;48.854714; 2.354821;75004
RUE DE L'OPERA;48.868851; 2.333011;75002
RUE DE L'ORATOIRE;48.861513; 2.340245;75001
RUE DE L'UNIVERSITE;48.860861; 2.315207;75007
RUE DE L'UNIVERSITE/AV DU MARECHAL GALLIENI;48.860861; 2.315207;75007
RUE DE L'UNIVERSITE/R FABER (ANGLE);48.860861; 2.315207;75007
RUE DE LA BANQUE;48.867533; 2.340613;75002
RUE DE LA BIENFAISANCE;48.876648; 2.317019;75008
RUE DE LA BONNE;48.88795; 2.343412;75018
RUE DE LA BOULE ROUGE;48.873479; 2.344846;75009
RUE DE LA BOURSE;48.869552; 2.339595;75002
RUE DE LA CERISAIE;48.85194; 2.365872;75004
RUE DE LA COLOMBE;48.854578; 2.350453;75004
RUE DE LA COSSONNERIE;48.861539; 2.348699;75001
RUE DE LA DUEE;48.871366; 2.396809;75020
RUE DE LA FAYETTE;48.88006; 2.3595;75010
RUE DE LA FRATERNITE;48.881538; 2.393702;75019
RUE DE LA GAITE;48.839646; 2.323658;75014
RUE DE LA GOUTTE D'OR;48.88508; 2.352684;75018
RUE DE LA GRANDE TRUANDERIE;48.86283; 2.349096;75001
RUE DE LA GRENADE;48.888656; 2.398584;75019
RUE DE LA HARPE;48.852259; 2.344363;75005
RUE DE LA MAIN D'OR;48.851645; 2.378303;75011
RUE DE LA MARSEILLAISE;48.888735; 2.398081;75019
RUE DE LA MONTAGNE SAINTE GENEVIEVE;48.848024; 2.348461;75005
RUE DE LA PAIX;48.869138; 2.331307;75002
RUE DE LA PLAINE;48.850078; 2.403109;75020
RUE DE LA SANTE;48.832616; 2.341067;75014
RUE DE LA VERRERIE;48.857972; 2.352876;75004
RUE DE LA VRILLIERE;48.869699; 2.334682;75002
RUE DE LASSUS;48.849052; 2.406168;75020
RUE DE LEVIS;48.883399; 2.314038;75017
RUE DE LISBONNE;48.877578; 2.312688;75008
RUE DE LUTECE;48.854791; 2.3472;75004
RUE DE MADRID;48.878256; 2.320229;75008
RUE DE MALTE;48.86563; 2.367713;75011
RUE DE MAUBEUGE;48.880795; 2.352647;75010
RUE DE MAZAGRAN;48.870558; 2.351698;75010
RUE DE MEAUX;48.882728; 2.375637;75019
RUE DE MEDECIS;48.849157; 2.35251;75005
RUE DE METZ;48.870746; 2.353915;75010
RUE DE MONTPENSIER;48.865278; 2.336977;75001
RUE DE NANTES;48.891991; 2.381936;75019
RUE DE NAVARIN;48.879656; 2.338558;75009
RUE DE NEVERS/DE NESLES;48.85575; 2.339295;75006
RUE DE PALESTINE;48.850078; 2.403109;75020
RUE DE PARADIS;48.875095; 2.351852;75010
RUE DE POISSY;48.849157; 2.35251;75005
RUE DE PONTOISE;48.849806; 2.351867;75005
RUE DE PUTEAUX;48.8832; 2.321832;75017
RUE DE RAVIGNAN;48.885784; 2.338097;75018
RUE DE RENNES;48.848597; 2.328205;75006
RUE DE RICHELIEU;48.865226; 2.336705;75001
RUE DE RIVOLI;48.861863; 2.338081;75001
RUE DE RIVOLI/DE CASTIGLIONE;48.865778; 2.327951;75001
RUE DE ROCHECHOUART/BD ROCHECHOUART (ANGLE);48.87976; 2.345949;75009
RUE DE ROHAN;48.862929; 2.335442;75001
RUE DE ROMAINVILLE;48.877446; 2.401305;75019
RUE DE SAINT PETERSBOURG;48.881446; 2.325492;75008
RUE DE SEINE;48.854758; 2.336785;75006
RUE DE SENLIS;48.888211; 2.297527;75017
RUE DE SEVIGNE;48.856067; 2.362289;75004
RUE DE SEVRES/VELPEAU;48.851425; 2.325024;75007
RUE DE TERRE NEUVE;48.854721; 2.398647;75020
RUE DE TILSITT;48.874294; 2.297065;75008
RUE DE TOLBIAC/NIVEAU DALLE DES OLYMPIADES;48.826276; 2.360267;75013
RUE DE TURBIGO/RUE DU TEMPLE (CROISEMENT);48.866546; 2.361065;75003
RUE DE TURENNE;48.8604; 2.364683;75003
RUE DE TURIN;48.881012; 2.32476;75008
RUE DE VIENNE;48.877229; 2.321853;75008
RUE DELOUVAIN;48.875706; 2.388306;75019
RUE DES ABBESSES;48.884826; 2.337083;75018
RUE DES ARTISTES;48.826354; 2.334666;75014
RUE DES ARTISTES ET ESCALIERS;48.826354; 2.334666;75014
RUE DES BARRES;48.855335; 2.355315;75004
RUE DES BERNARDINS;48.850058; 2.350542;75005
RUE DES BOURDONNAIS;48.859439; 2.344681;75001
RUE DES CANETTES;48.852052; 2.333648;75006
RUE DES CHANTRES;48.853713; 2.351366;75004
RUE DES ECOLES;48.848781; 2.348293;75005
RUE DES FESSART/DE LA VILLETTE (ANGLE);48.876995; 2.387721;75019
RUE DES FILLETTES;48.894334; 2.363214;75018
RUE DES FOSSES SAINT BERNARD;48.848455; 2.354589;75005
RUE DES FOSSES SAINT JACQUES;48.845593; 2.34415;75005
RUE DES FOSSES ST JACQUES;48.845593; 2.34415;75005
RUE DES FRANCS BOURGEOIS;48.857551; 2.360897;75004
RUE DES FRERES D'ASTIER DE LA VIGERIE;48.823876; 2.36284;75013
RUE DES FRIGOS;48.830857; 2.379928;75013
RUE DES GRANDES RIGOLES;48.893204; 2.361616;75018
RUE DES GRAVILLIERS/R BEAUBOURG (CROISEMENT);48.86404; 2.35583;75003
RUE DES HAIES;48.853846; 2.402333;75020
RUE DES HOSPITALIERES SAINT GERVAIS;48.857943; 2.358936;75004
RUE DES MARTYRS;48.878979; 2.339935;75009
RUE DES NANETTES /CONDILLAC;48.864409; 2.383377;75011
RUE DES NANETTES/CONDILLAC/LYCEE PREVERT;48.864409; 2.383377;75011
RUE DES PETITES ECURIES;48.873662; 2.351311;75010
RUE DES PRECHEURS;48.861999; 2.34886;75001
RUE DES PYRENEES;48.863656; 2.399262;75020
RUE DES QUATRE FRERES PEIGNOT;48.846253; 2.283165;75015
RUE DES RIGOLES;48.872521; 2.392451;75020
RUE DES ROSES;48.893204; 2.361616;75018
RUE DES ROSIERS;48.857185; 2.35951;75004
RUE DES SAULES;48.889247; 2.340139;75018
RUE DES SOLITAIRES;48.876892; 2.389827;75019
RUE DES TERROIRS DE FRANCE;48.85341; 2.3488;750012
RUE DES TROIS FRERES/RUE YVONNE LE TAC;48.884112; 2.340082;75018
RUE DES URSINS;48.85427; 2.35111;75004
RUE DES VIGNES;48.855864; 2.275627;75016
RUE DU 8 MAI 1945;48.876163; 2.357469;75010
RUE DU BEARN;48.857298; 2.366075;75003
RUE DU BOURG TIBOURG;48.857288; 2.356179;75004
RUE DU CAIRE;48.867616; 2.350652;75002
RUE DU CAPITAINE FERBER;48.866612; 2.406785;75020
RUE DU CARDINAL DUBOIS;48.8858883; 2.3431573;75018
RUE DU CARDINAL DUBOIS ET ESCALIERS;48.8925; 2.3444;75018
RUE DU CARDINAL GUIBERT;48.8863047; 2.3426089;75018
RUE DU CHATEAU D'EAU;48.871162; 2.358242;75010
RUE DU CHATEAU LANDON;48.881754; 2.363136;75010
RUE DU CHEMIN DE FER;48.899573; 2.391171;75019
RUE DU CLOITRE NOTRE DAME;48.85328; 2.350415;75004
RUE DU COLONEL GILLON;48.900466; 2.339897;75018
RUE DU COLONEL ROZANOFF;48.845392; 2.387847;75012
RUE DU COMMERCE;48.846366; 2.295433;75015
RUE DU CYGNE;48.863212; 2.349075;75001
RUE DU DEPART;48.842147; 2.323236;75014
RUE DU DOUANIER ROUSSEAU;48.826138; 2.330907;75014
RUE DU FAUBOURG DU TEMPLE;48.870163; 2.371298;75010
RUE DU FAUBOURG DU TEMPLE/BD BELLEVILLE;48.8720354; 2.376882;75019
RUE DU FAUBOURG POISSONNIERE;48.876626; 2.348752;75010
RUE DU FAUBOURG SAINT DENIS;48.892208; 2.344184;75018
RUE DU FAUBOURG SAINT DENIS/CHATEAU D'EAU;48.875943; 2.355602;75010
RUE DU FAUBOURG SAINT HONORE;48.872633; 2.311702;75008
RUE DU FAUBOURG SAINT MARTIN;48.876172; 2.360673;75010
RUE DU FAUBOURG SAINT MARTIN/CHATEAU D'EAU;48.876172; 2.360673;75010
RUE DU FER A MOULIN;48.839006; 2.353493;75005
RUE DU GENERAL FOY;48.878822; 2.317688;75008
RUE DU GENRAL BERTRAND;48.847336; 2.313409;75007
RUE DU GRENIER SUR L'EAU;48.854967; 2.356486;75004
